article,comment,is_positive,thumbs_up,thumbs_down
"Monika Richardson chwali się romantycznymi chwilami z nowym partnerem. ""Magiczny wieczór"" (FOTO)",Z długami faceta desperatka,0,1,1
"Monika Richardson chwali się romantycznymi chwilami z nowym partnerem. ""Magiczny wieczór"" (FOTO)",Chyba jest pani bardzo naiwna za pięć minut brać następny ślub Zbyszek nareszcie daleko od życia w codziennym blasku fleszy i relacjonowania codziennych wydarzeń niech mu się spokojnie wiedzie Dalsze życie ,0,1,2
"Monika Richardson chwali się romantycznymi chwilami z nowym partnerem. ""Magiczny wieczór"" (FOTO)","pasują do siebie, tylko miłość liczy się w życiu, bądźmy szczęśliwe!!!!!",1,4,2
"Monika Richardson chwali się romantycznymi chwilami z nowym partnerem. ""Magiczny wieczór"" (FOTO)",Facet kocha kobiety a ma niebotyczne dlugi..dajcie spokój. ,0,2,0
"Monika Richardson chwali się romantycznymi chwilami z nowym partnerem. ""Magiczny wieczór"" (FOTO)",Moja mama o wiele ładniejsza od niej... i już tyle lat żeje z tym moim gamoniowatym tatusiem!,0,6,4
"Monika Richardson chwali się romantycznymi chwilami z nowym partnerem. ""Magiczny wieczór"" (FOTO)","pudel to Moni powinien stopy całować, bo gdyby nie ona - to by nie miał tylu njusów...",0,8,1
"Monika Richardson chwali się romantycznymi chwilami z nowym partnerem. ""Magiczny wieczór"" (FOTO)","Niech im tam będzie jak najlepiej. Ale to znajdowanie sobie tak szybko nowego partnera, tego nie rozumiem. Ja tak nie potrafię…🤷🏻‍♀️",0,6,2
"Monika Richardson chwali się romantycznymi chwilami z nowym partnerem. ""Magiczny wieczór"" (FOTO)",TO WIDAC TA PANI POTRZEBOWAŁA BARDZO ROZRYWKOWEGO FACETA!!!!!A PAN ZBIGNIEW TO WYBITNY AKTOR!!!POWAZNY I STATECZNY!!!!!!,1,6,17
"Monika Richardson chwali się romantycznymi chwilami z nowym partnerem. ""Magiczny wieczór"" (FOTO)","Nie oszukujmy się, kobieta kwitnie!!!!!!",1,21,5
"Monika Richardson chwali się romantycznymi chwilami z nowym partnerem. ""Magiczny wieczór"" (FOTO)","Nie rozumiem, czy facet obojetnie jaki jest niezbedny do szczescia?",0,9,0
"Monika Richardson chwali się romantycznymi chwilami z nowym partnerem. ""Magiczny wieczór"" (FOTO)","Pani Monika ma branie i szczęście ,tak szybko znaleźć następną miłość ?",1,8,0
"Monika Richardson chwali się romantycznymi chwilami z nowym partnerem. ""Magiczny wieczór"" (FOTO)",Dziecinada.   .....dojrzała kobieta !!!???,0,10,5
"Dumna Martyna Wojciechowska informuje: ""KABULA NAGRYWA PŁYTĘ""","Szkoda tej dziewczyny, ale dawanie jej nadziei na karierę muzyczną, kiedy ma problemy ze słuchem, jest nieodpowiedzialne. Owszem, kanał na jutubie może mieć każdy, ale sukcesu tu nie będzie, co najwyżej rozczarowanie. Z litości pojawi się trochę latków na początku, ale potem będzie tylko próba zrozumienia, czemu nie ma odsłon.",0,544,52
"Dumna Martyna Wojciechowska informuje: ""KABULA NAGRYWA PŁYTĘ""","Droga Martyno, a dlaczego ta kobieta nie myśli o zdobyciu zawodu, który da jej pracę i stałe utrzymanie? Jakie ma predyspozycje zawodowe? Brak jednej ręki ogranicza wybór, ale coś może jednak wybrać. Księgowa? Spedytor? Nauczyciel? Bibliotekarka? Skoro ma słaby słuch, kiepski głos i mało sceniczny wygląd, to po co ma zostać piosenkarką? Jest mnóstwo młodzieży w szkołach muzycznych, która ma ogromny talent wokalny, ich trzeba promować, a nie kobietę z niedosłuchem i słabym głosem. Martyno, lansujesz się na tej kobiecie i ja tu widzę korzyści tylko dla ciebie, żadnych dla niej. Spełnianie marzeń to oklepany frazes, marzenia nie napełnią jej brzucha. Bawisz się tą kobietą (bo to już nie dziecko i nie dziewczyna), a to bardzo brzydkie zachowanie. Niech Kabula pójdzie do pracy, utrzymuje samą siebie.",0,461,78
"Dumna Martyna Wojciechowska informuje: ""KABULA NAGRYWA PŁYTĘ""","Dziewczynce odcięli rękę, chcieli zabić a wy jedziecie jak po PIS..... tylko jechanie PIS jest zasadne a dziewczynce życzę wszystkiego dobrego i by świat był dla niej lepszy",0,389,143
"Dumna Martyna Wojciechowska informuje: ""KABULA NAGRYWA PŁYTĘ""",martynka lansuje sie kabula  koniec swiata,0,270,90
"Dumna Martyna Wojciechowska informuje: ""KABULA NAGRYWA PŁYTĘ""","Dajcie już z tą Martyna nam spokój. Ona wcale taka milutka nie jest. Poznałem ją na planie jednego programu, zadufana w sobie atencjuszka. ",0,185,18
"Dumna Martyna Wojciechowska informuje: ""KABULA NAGRYWA PŁYTĘ""","Straszne jest to jak Martyna na tej dziewczynie robi kasę, przeciez o nic innego nie chodzi... Niech sir zajmie wlasnym dzieckiem i mężem.. ",0,2,0
"Dumna Martyna Wojciechowska informuje: ""KABULA NAGRYWA PŁYTĘ""",Przemek dobrze zrobił. ,0,5,1
"Dumna Martyna Wojciechowska informuje: ""KABULA NAGRYWA PŁYTĘ""","Kabała doświadczyła złych i ciężkich sytuacji w życiu i nikt jej nie odbierze tego, ze dała z siebie wszystko w kwestii wykształcenia itp. „Mama” Martyna opłaci wydanie albumu, ale jej talent muzyczny idzie już całkiem inną drogą.. i tu nie ma tajemnicy. Chcieć śpiewać, a umieć, to różne sprawy i niestety Kabula jest w tym momencie obsadzana w jakichś rolach, które niekoniecznie za jej pisane. Martynka, zakończ już to ocieplanie wizerunku. ",0,6,1
"Dumna Martyna Wojciechowska informuje: ""KABULA NAGRYWA PŁYTĘ""",kurde lubie cie martyna ale duzo znanych kobiet uzywaly osoby w ciezkich sytuacjach do autpromocji w stylu - zobaczcie jaka jestem wielkoduszna. nie tylko angelina jolie ale tez ewna amerkyanska aktorka miala wioske dziecieca adpotujac onad 20tke dzieci.wiekszosc skonczyla z depresja albo z zyciem bo straszne rzeczy sie tam dzialy. sa ludzie ktorzy pomoga osoba w potrzebie bez trabienia o tym....,0,6,1
"Dumna Martyna Wojciechowska informuje: ""KABULA NAGRYWA PŁYTĘ""",Mam wrazenie ze ta Martyna bardziej dba o Kabule niż o własną córkę ,0,7,1
"Dumna Martyna Wojciechowska informuje: ""KABULA NAGRYWA PŁYTĘ""","Teraz pomaganie jest modne,kiedyś nie było modne, było oczywiste.",0,10,0
"Dumna Martyna Wojciechowska informuje: ""KABULA NAGRYWA PŁYTĘ""",A czemu dobra mama jej do Polski nie weźmie? ,0,11,1
"Dumna Martyna Wojciechowska informuje: ""KABULA NAGRYWA PŁYTĘ""","Sorry, ale nie. Kabula nie ma głosu i powinna zająć się prawem, a nie śpiewaniem. Btw nie można załatwić jej protezy ręki?",0,13,0
"Dumna Martyna Wojciechowska informuje: ""KABULA NAGRYWA PŁYTĘ""","Po cholerę gadać o jej niepełnosprawności, normalny człowiek czy maskotka? ",0,16,0
"Dumna Martyna Wojciechowska informuje: ""KABULA NAGRYWA PŁYTĘ""","Mowie, co chcecie, a mnie sie podoba ta piosenka i wykonanie. Lepiej brzmi od wieeeelu ,,talentow,, produkujacych sie w swiatowych mediach. Znawcy rozpoznaja, ze jej barwa glosu jest barwa mu rzy neczki. Podoba mi sie.",1,6,5
"Dumna Martyna Wojciechowska informuje: ""KABULA NAGRYWA PŁYTĘ""","Podobna do mamuni.Zrobi karierę jak ona,tylko plecy się liczą.Co prawda słaby głos,słaby słuch ,a zrobi karierę lepszą jak Szpak hehehe",0,4,3
"Dumna Martyna Wojciechowska informuje: ""KABULA NAGRYWA PŁYTĘ""","Martyna to relikt kolonializmu - fetyszyzacja biedy, chorób, robienie z obcych ludzi tokenów do odhaczenia ""tego przytuliłam, tamtemu zrobiłam zdjęcie, tam zajrzałam do domu"". Zero szacunku do prywatności jeśli tylko druga osoba ma inny kolor skóry lub pochodzenie. Ma być show i dobra ciocia z Europy. Skoro ona nawet nie chce zatrudniać Polaków i im uczciwie zapłacić za pracę, to tym bardziej nie będzie z szacunkiem traktować ludzi, których spotka podczas kolejnych ""wypraw"".",0,21,2
"Dumna Martyna Wojciechowska informuje: ""KABULA NAGRYWA PŁYTĘ""",Przeciez ona  nie umie śpiewać. Ja spiewam tak samo I nie odwazylabym sie o wydanie mojej płyty. Śpiewam tylko dla siebie I tak powinno w jej przypadku tez zostac .,0,19,2
"Dumna Martyna Wojciechowska informuje: ""KABULA NAGRYWA PŁYTĘ""",A Martyna to niech sie lepiej swoja corka zajmie i jej czas poświęc. Uwziela sie na ta Kabulę zeby tylko sie lansowac,0,16,2
"""40 kontra 20"". Matka i córka walczą o względy Roberta Kochanka: ""FACETAMI SIĘ Z TOBĄ WYMIENIAĆ NIE BĘDĘ"" (WIDEO)","Dno i dwa metry mułu, jeszcze żeby ten Kochanek Bóg wie jak wyglądał",0,1084,7
"""40 kontra 20"". Matka i córka walczą o względy Roberta Kochanka: ""FACETAMI SIĘ Z TOBĄ WYMIENIAĆ NIE BĘDĘ"" (WIDEO)","Na ile trzeba być żałosnym i zdesperowanym, żeby iść do takiego programu z córką i walczyć o względy faceta, któremu się wydaje, że jest wielką gwiazdą",0,1047,5
"""40 kontra 20"". Matka i córka walczą o względy Roberta Kochanka: ""FACETAMI SIĘ Z TOBĄ WYMIENIAĆ NIE BĘDĘ"" (WIDEO)",Chora sytuacja. W ogóle brzydzi mnie takie coś. ,0,665,4
"""40 kontra 20"". Matka i córka walczą o względy Roberta Kochanka: ""FACETAMI SIĘ Z TOBĄ WYMIENIAĆ NIE BĘDĘ"" (WIDEO)",dno...,0,317,4
"""40 kontra 20"". Matka i córka walczą o względy Roberta Kochanka: ""FACETAMI SIĘ Z TOBĄ WYMIENIAĆ NIE BĘDĘ"" (WIDEO)",Iga Lis w ciąży jest ,0,263,33
"""40 kontra 20"". Matka i córka walczą o względy Roberta Kochanka: ""FACETAMI SIĘ Z TOBĄ WYMIENIAĆ NIE BĘDĘ"" (WIDEO)",Matka i córka to jest obrzydliwe,0,1,0
"""40 kontra 20"". Matka i córka walczą o względy Roberta Kochanka: ""FACETAMI SIĘ Z TOBĄ WYMIENIAĆ NIE BĘDĘ"" (WIDEO)",Wygląda jak Jan Monczka w tulipanie hahahah,0,4,0
"""40 kontra 20"". Matka i córka walczą o względy Roberta Kochanka: ""FACETAMI SIĘ Z TOBĄ WYMIENIAĆ NIE BĘDĘ"" (WIDEO)",Powinni wycofać ten program ,0,6,0
"""40 kontra 20"". Matka i córka walczą o względy Roberta Kochanka: ""FACETAMI SIĘ Z TOBĄ WYMIENIAĆ NIE BĘDĘ"" (WIDEO)",Kurczę żenujący program.ale przecież popularność ważniejsza,0,6,0
"""40 kontra 20"". Matka i córka walczą o względy Roberta Kochanka: ""FACETAMI SIĘ Z TOBĄ WYMIENIAĆ NIE BĘDĘ"" (WIDEO)","A mnie zastanawia, czy wszystkie kobiety nabrały tyle sukienek i szpilek, czy dostają ubrania od produkcji? Wydaje mi się, że tam jakiś stylista też pracuje poza kamerami.",0,10,0
"""40 kontra 20"". Matka i córka walczą o względy Roberta Kochanka: ""FACETAMI SIĘ Z TOBĄ WYMIENIAĆ NIE BĘDĘ"" (WIDEO)","Patrzę teraz, gdzie są te szanujące się i niezależnie kobiety? Co jest, gadanie o seksualizacji, a tu utrwalanie stereotypów? ",0,11,0
"""40 kontra 20"". Matka i córka walczą o względy Roberta Kochanka: ""FACETAMI SIĘ Z TOBĄ WYMIENIAĆ NIE BĘDĘ"" (WIDEO)",Wy/chaj dwie i pół sprawie.,0,7,0
"""40 kontra 20"". Matka i córka walczą o względy Roberta Kochanka: ""FACETAMI SIĘ Z TOBĄ WYMIENIAĆ NIE BĘDĘ"" (WIDEO)","Trudno zrozumieć, co ona mówi, faktycznie ma chyba szczekoscisk ",0,12,0
"""40 kontra 20"". Matka i córka walczą o względy Roberta Kochanka: ""FACETAMI SIĘ Z TOBĄ WYMIENIAĆ NIE BĘDĘ"" (WIDEO)","No i Marianka w pewnym wieku dała nogę, nie dzwignela...",0,9,0
"""40 kontra 20"". Matka i córka walczą o względy Roberta Kochanka: ""FACETAMI SIĘ Z TOBĄ WYMIENIAĆ NIE BĘDĘ"" (WIDEO)","Nie oglądam, nie mam czasu,  zarobiona jestem 🤣",0,9,0
"""40 kontra 20"". Matka i córka walczą o względy Roberta Kochanka: ""FACETAMI SIĘ Z TOBĄ WYMIENIAĆ NIE BĘDĘ"" (WIDEO)","Haha, cyrk",0,7,0
"""40 kontra 20"". Matka i córka walczą o względy Roberta Kochanka: ""FACETAMI SIĘ Z TOBĄ WYMIENIAĆ NIE BĘDĘ"" (WIDEO)","Iza jest partnerka producenta, ma ich tam pilnować. Marlena ma nadal męża choć go pogoniła tuż przed programem ",0,8,0
"""40 kontra 20"". Matka i córka walczą o względy Roberta Kochanka: ""FACETAMI SIĘ Z TOBĄ WYMIENIAĆ NIE BĘDĘ"" (WIDEO)","Chorzy ludzie chory program..
Ogólnie dramat żal tragedia żenada ",0,14,0
"""40 kontra 20"". Matka i córka walczą o względy Roberta Kochanka: ""FACETAMI SIĘ Z TOBĄ WYMIENIAĆ NIE BĘDĘ"" (WIDEO)",Ten program jest po prostu obrzydliwy ,0,18,0
Tokio 2020. Katarzyna Zillmann podziękowała partnerce na antenie TVP. Kim jest dziewczyna polskiej medalistki? (ZDJĘCIA),"No i dobrze. Jak się kochają, to czemu nie miałyby  tym mówić?",1,1097,187
Tokio 2020. Katarzyna Zillmann podziękowała partnerce na antenie TVP. Kim jest dziewczyna polskiej medalistki? (ZDJĘCIA),pudel teraz bedzie tydzien przeżywał tą sytuacje...,0,980,121
Tokio 2020. Katarzyna Zillmann podziękowała partnerce na antenie TVP. Kim jest dziewczyna polskiej medalistki? (ZDJĘCIA),"Jakas dziwna ta olimpiada,wyznaja sobie milosc,chodza z golymi d----i,kacza kariere ,caluja sztangi ,zdejmuja buty,a medali nie ma ,bo ledwie sie zakwalifikowali,jakies dziwne rekordy zyciowe tylko bija isa zadowoleni ,Po co to towarzystwo tam pojechalo??????????",0,781,194
Tokio 2020. Katarzyna Zillmann podziękowała partnerce na antenie TVP. Kim jest dziewczyna polskiej medalistki? (ZDJĘCIA),"Najbardziej smutny byl moment kiedy w TVP to pokazywali i urwali material. Na prawde zenujace zachowanie i zero szacunku do kogos kto z wlasnych pieniedzy - jak 90% olimpijczykow polskich trenowala i reprezentowala kraj i poki co jako nieliczna w ogole wygrala jakikolwiek medal dla Polski. No coz szkoda ze nie wyslano tam ksiedza tylko lesbijke, wtedy na pewno ruszylaby tuba propagandowa jak to nie dosc ze Polak to i owieczka Boza z misja. Prezydent tez jak zawsze popisal sie nawet nie gratulujac wygranej, bo przeciez jak lesbijka to juz nie polska tylko gorszy sort.",0,1023,528
Tokio 2020. Katarzyna Zillmann podziękowała partnerce na antenie TVP. Kim jest dziewczyna polskiej medalistki? (ZDJĘCIA),A czemu nie pokazujecie pozostałych zawodniczek? Czy tylko lgbt sie liczy w tych czasach? ,0,512,225
Tokio 2020. Katarzyna Zillmann podziękowała partnerce na antenie TVP. Kim jest dziewczyna polskiej medalistki? (ZDJĘCIA),"Jedna wygląda jak chłopak, a druga jak dziewczyna. To już chyba standard u takich par.",0,1,0
Tokio 2020. Katarzyna Zillmann podziękowała partnerce na antenie TVP. Kim jest dziewczyna polskiej medalistki? (ZDJĘCIA),Kurcze...w TV leciala jakas reklama z nia...i od razu pomyslalam...lesbijka...no i prosze...,0,0,0
Tokio 2020. Katarzyna Zillmann podziękowała partnerce na antenie TVP. Kim jest dziewczyna polskiej medalistki? (ZDJĘCIA),"Jest coś pięknego w miłości kobiet, szkoda że tak samo nie oceniamy miłości facetów 😁",1,3,1
Tokio 2020. Katarzyna Zillmann podziękowała partnerce na antenie TVP. Kim jest dziewczyna polskiej medalistki? (ZDJĘCIA),No dobra śliczna jest ale wygląda jak facet nie rozumiem tego nic a nic. Śliczny uśmiech ma. ,0,3,1
Tokio 2020. Katarzyna Zillmann podziękowała partnerce na antenie TVP. Kim jest dziewczyna polskiej medalistki? (ZDJĘCIA),"Litości !!!!!!
",0,4,2
Tokio 2020. Katarzyna Zillmann podziękowała partnerce na antenie TVP. Kim jest dziewczyna polskiej medalistki? (ZDJĘCIA),"zupełnie normalne, że sportowcy po osiągnięciu jakiegoś sukcesu dziękują swoim bliskim. Jak inni/inne zawodnicy/ zawodniczki dziękują swoim zonom/mężom po wygranej też piszecie, że nie obchodzi was z kim sypiają??? Czy kiedy Kamil Stoch, np. wygrywał i dziękował swojej za wsparcie jakości widziałam podobnych wpisów... A to oznacza, że jednak duża czekać polskiego społeczeństwa ma z tym problem i przejawia zachowania homofobiczne. Wbrew temu co piszecie właśnie was to obchodz to po pierwsze, gdyby was to nie obchodziło w ogóle byście tego nie komentowali tylko przeszli nad tym do porządku dziennego, a po drugie żałosne jest utożsamiane homoseksualizmu tylko z seksem ,, nie obchodzi mnie kto z kim sypia""... związki homo nie opierają się tylko na seksie, ale też na nawet przede wszystkim na uczuciach jak związku hetero. Jak ktoś mówi nie obchodzi mnie itd... to już wiem z kim mam do czynienia, między wierszami jest powiedziane znacznie więcej. Naprawdę nie dziwię się sportowcom, że wykorzystują swoje 5 min do zwrócenia uwagi na te sprawy i pokazania ,,... jesteśmy normalnymi ludźmi, nie ideologią, wygrywamy dla Polski, z polską flagą i jesteśmy homo, po prostu bo to jest normalne! szczególnie w czasie tak homofobiczne j władzy, szczujacej propagandy, stref wolnych od LGBT itp.",0,16,2
Tokio 2020. Katarzyna Zillmann podziękowała partnerce na antenie TVP. Kim jest dziewczyna polskiej medalistki? (ZDJĘCIA),do hejterów - znaczy koleżanki mogły pozdrowić mężów a ona nie mogła pozdrowić swojej dziewczyny? ,0,23,6
Tokio 2020. Katarzyna Zillmann podziękowała partnerce na antenie TVP. Kim jest dziewczyna polskiej medalistki? (ZDJĘCIA),Ale Japończyki mają ubaw!,0,5,4
Tokio 2020. Katarzyna Zillmann podziękowała partnerce na antenie TVP. Kim jest dziewczyna polskiej medalistki? (ZDJĘCIA),nadaje się na ciacho tygodnia - mmmrrrr,0,10,6
Tokio 2020. Katarzyna Zillmann podziękowała partnerce na antenie TVP. Kim jest dziewczyna polskiej medalistki? (ZDJĘCIA),"super, dajcie każdemu kochać kogo chce",1,12,5
Tokio 2020. Katarzyna Zillmann podziękowała partnerce na antenie TVP. Kim jest dziewczyna polskiej medalistki? (ZDJĘCIA),Śliczne kobitkiii🌼🌼🌼 życzę zdrówka bo miłość i szczęście już macie 😉😎❤️,1,23,8
Tokio 2020. Katarzyna Zillmann podziękowała partnerce na antenie TVP. Kim jest dziewczyna polskiej medalistki? (ZDJĘCIA),brak słow ....swiat schodzi na psy,0,8,16
Tokio 2020. Katarzyna Zillmann podziękowała partnerce na antenie TVP. Kim jest dziewczyna polskiej medalistki? (ZDJĘCIA),"Ja już mam dosyć tych kamingautów!
!",0,20,18
Tokio 2020. Katarzyna Zillmann podziękowała partnerce na antenie TVP. Kim jest dziewczyna polskiej medalistki? (ZDJĘCIA),BRAWO DZIEWCZYNY!!!!! JESTEŚCIE SUPER!!! DUŻO SZCZĘŚCIA I ODWAGI,1,21,9
"TYLKO NA PUDELKU: Joanna Krupa tłumaczy, dlaczego prowadzi córkę... NA SMYCZY: ""Będę wychowywać moje dziecko, JAK JA CHCĘ""","To szelki, nie smycz. Co za ignorancja ",0,3078,30
"TYLKO NA PUDELKU: Joanna Krupa tłumaczy, dlaczego prowadzi córkę... NA SMYCZY: ""Będę wychowywać moje dziecko, JAK JA CHCĘ""","Szkoda, że swoich nie mogłam tak prowadzać. Trzeba było mieć oczy dookoła siebie, a i tak młodszy dawał wiecznie ""dyla"" na ulicę. Super sprawa.",0,2716,26
"TYLKO NA PUDELKU: Joanna Krupa tłumaczy, dlaczego prowadzi córkę... NA SMYCZY: ""Będę wychowywać moje dziecko, JAK JA CHCĘ""","Przeciez to szelki, a nie smycz. To rozwiazanie ma ze 10 lat",0,2434,27
"TYLKO NA PUDELKU: Joanna Krupa tłumaczy, dlaczego prowadzi córkę... NA SMYCZY: ""Będę wychowywać moje dziecko, JAK JA CHCĘ""","I tutaj ma rację ,wychowuje jak chce :)",1,2086,21
